sample,THCA,OV,LUSC,LIHC,HNSC,UCEC,BRCA,LUAD,SKCM,STAD,CRC,ESCA,GBM,KIRC,CESC,KIRP,PRAD,BLCA,PAAD,LGG
CDK14,3.3814,2.9497,2.9205,1.8322,0.8403,2.6783,3.1685,3.0199,2.1894,1.9803,1.3846,1.949,4.6657,3.5436,2.3337,3.4555,3.1491,1.6875,3.399,4.6657
HP,0.24,2.1127,5.8393,14.8575,1.452,2.7784,1.5854,5.7671,1.4808,0.2878,0.2522,0.2642,0.0718,0.5617,3.7259,0.3683,0.4656,0.5069,1.1689,0.0718
VWA5B1,0.3231,0.0048,0.058,0.0014,0.0014,0.03,0.03,0.099,0.0014,0.0363,0.1257,0.0014,0.0854,0.779,0.0014,0.8442,0.03,0.2277,0.2028,0.0854
SLC23A1,0.099,0.3907,0.4863,3.0661,0.346,0.6969,0.2762,0.5271,0.1519,0.3346,2.043,0.1776,0.1257,3.5027,0.03,4.3082,2.5159,0.1648,0.7318,0.1257
KIRREL,2.6715,4.1331,3.387,0.8123,2.0911,3.6066,4.2495,3.1195,5.5463,2.2514,2.0039,2.1147,1.0573,3.716,3.3828,3.6831,2.6636,2.8361,3.7365,1.0573
USP17L28,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
PLEKHA1,4.0358,3.8803,4.518,3.1401,4.0824,3.677,3.7237,4.6719,3.0127,4.0264,3.8116,3.7961,4.7651,4.8307,3.7291,4.4921,3.5372,3.309,4.0077,4.7651
HYAL4,0.0158,0.0014,0.03,0.0014,0.1321,0.0014,0.03,0.03,0.0014,0.0218,0.058,0.0158,0.0014,0.246,0.0014,0.1711,0.0048,0.058,0.0218,0.0014
FBXO6,3.0002,2.5585,3.6617,2.9403,3.1499,2.8877,2.8422,3.6463,4.5423,3.1981,2.8055,1.9895,2.9128,2.6019,2.9674,2.8984,3.3924,2.8117,3.6228,2.9128
ADGRF3,0.2277,0.2762,0.1257,0.044,0.1257,0.1388,0.1648,0.1257,0.1388,0.1452,0.1388,0.1124,0.2154,1.2933,0.044,1.3333,0.1648,0.1257,0.1787,0.2154
USP53,2.8661,2.9262,3.5669,1.5587,3.3575,3.2782,4.4129,3.4945,2.0289,3.0223,3.9403,3.9983,2.3816,4.1907,2.7161,3.5052,3.1177,3.3911,2.9494,2.3816
LRRC1,3.6463,2.1492,2.7678,0.3907,3.6427,2.5388,3.3979,3.0393,1.2933,3.1434,4.7005,2.971,1.6786,2.8492,2.1114,2.7357,3.2336,3.3965,2.7776,1.6786
SLC39A14,5.9043,4.1898,2.8065,6.8366,2.6623,3.3897,4.0654,2.7007,3.7432,4.5856,5.2453,5.2377,3.2158,4.1859,3.981,4.2235,3.5099,3.4894,5.4959,3.2158
TMEM225,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
OR13C9,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
COL4A2,5.0687,5.1372,6.2652,2.9516,3.1214,6.863,6.1868,6.2827,5.4182,5.3948,5.0308,5.142,2.3251,5.6504,6.3336,5.8268,5.7828,5.9227,7.938,2.3251
SMTN,3.2282,5.5075,4.0754,2.5713,3.5405,7.1436,4.479,3.9746,2.7594,5.9748,6.1054,5.1396,2.4144,3.6497,7.9864,4.1648,7.1055,6.9728,4.6691,2.4144
ZNF623,2.5437,2.8512,2.1426,1.0257,2.0995,2.4754,2.8361,2.1541,2.6066,1.9947,2.1411,2.2422,2.8402,2.4934,2.6232,2.2664,2.5297,2.0535,2.371,2.8402
SCP2,6.738,5.7517,6.7678,8.236,6.4103,6.5571,6.9522,6.8663,6.2611,6.5469,7.5967,5.8352,5.403,7.4022,6.2226,7.1599,7.0936,6.4516,6.658,5.403
PHLDA1,5.0571,3.1303,3.7738,4.7666,4.8637,3.3221,4.0073,3.6509,5.7027,3.0403,2.0289,3.6635,3.1327,3.7291,3.2236,3.5105,2.9857,5.0571,3.6873,3.1327
AWAT1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
C1orf112,1.2756,1.9694,1.1897,0.8528,1.5315,1.3511,1.8119,1.1577,2.3843,1.1641,1.614,1.0151,0.7916,1.0433,1.2271,1.0007,1.4834,1.3846,1.5562,0.7916
PAPD7,2.6278,4.2308,2.8179,1.8098,2.2603,2.9338,3.0234,2.8422,2.4728,2.2573,2.2299,2.6043,2.9784,2.0021,2.9224,2.254,2.3564,2.6255,2.8429,2.9784
ZNF277,3.8808,3.2594,3.5748,3.2729,3.1237,3.8789,3.9608,3.6838,3.6509,3.2137,3.4687,2.9357,2.7847,3.7898,3.5754,3.4169,3.7022,3.597,3.8109,2.7847
RTCB,5.3446,5.1355,5.1758,4.5802,5.5183,5.4108,5.4489,5.1152,5.6863,4.7277,5.9461,4.2503,5.1703,5.5552,5.466,5.6644,5.6106,5.2806,5.403,5.1703
TPH1,0.1519,0.6879,0.1257,0.0158,0.044,0.3115,0.2998,0.1257,0.1388,0.4496,1.3956,0.679,0.1776,0.1321,0.2029,0.1321,0.3796,0.1124,0.1626,0.1776
RNMT,3.6736,3.8126,2.9654,1.8801,2.7951,3.6474,3.5657,3.0585,3.3464,2.6471,2.6873,2.6533,3.9874,3.0731,3.6927,2.8631,3.2359,3.1344,3.2853,3.9874
C19orf38,0.5069,0.7663,2.5995,1.0745,0.6424,1.0433,0.8327,2.4465,2.7249,0.8037,1.196,0.2522,1.3623,0.9494,1.5266,1.0043,1.0255,1.0151,2.4052,1.3623
CASP6,3.3293,3.4007,3.3745,2.9147,2.7073,3.4331,4.0348,3.4157,3.2251,3.6868,5.5031,2.5087,1.2022,3.4977,3.1572,3.45,3.606,3.3163,3.7017,1.2022
ISX,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,4.7329,0.0014,0.0014,0.044,0.0014,0.058,0.2642,0.0014,0.0014,0.0014
ATP6V0A2,2.3592,2.6441,2.6066,1.2934,2.4344,2.1247,2.7007,2.5388,2.5313,2.6393,2.9413,2.6395,1.9263,2.3221,2.1703,2.1621,2.4893,1.9749,2.6818,1.9263
MARCH9,3.9089,3.032,3.4746,1.5089,2.7508,3.1955,2.7444,3.5754,3.5199,2.6427,2.667,2.5487,3.5009,3.4595,2.5972,3.8748,3.1757,2.9581,3.9342,3.5009
MCM3AP,4.4893,5.2597,4.401,3.1228,3.9472,4.5881,4.6497,4.4383,4.8161,3.9213,4.3162,4.222,4.3406,4.096,4.4673,4.2048,4.1997,4.3862,4.5585,4.3406
HOXD3,0.2029,2.6984,0.1257,0.0014,0.1257,3.0269,1.2637,0.1388,0.4447,0.2702,0.8082,0.099,0.0854,3.0376,3.1636,3.1454,0.5714,0.605,0.5747,0.0854
TUSC1,3.4034,3.4384,2.74,2.1617,2.8099,3.7182,3.1262,2.993,2.4279,2.8147,3.1459,1.8444,3.309,2.9857,4.1555,3.2296,3.3378,2.6918,3.1261,3.309
UBR4,5.5485,6.441,5.3275,5.2173,5.4722,5.8731,5.479,5.3646,5.844,5.1377,5.5574,5.4585,5.5835,5.7024,6.1694,6.1272,5.5607,6.1185,6.184,5.5835
USP41,2.3164,1.3838,2.615,2.5585,0.4859,1.595,1.7575,1.7828,3.7836,0.2219,1.8201,0.1519,1.2933,1.5538,2.7314,1.751,1.9893,1.1183,2.3784,1.2933
TBX3,5.5091,5.1228,3.3119,2.6693,2.6414,4.1852,4.3716,3.3105,2.7868,1.876,2.1509,1.4704,1.0642,2.8117,3.5275,2.4969,6.24,4.0471,2.4159,1.0642
WFIKKN1,0.2522,1.1544,0.2881,0.092,0.1124,0.3685,0.1124,0.346,0.03,0.1898,0.2642,0.24,0.8407,0.3516,0.2154,0.5018,0.209,0.1776,0.2613,0.8407
C6orf25,0.3573,0.2762,0.8327,0.0718,0.4916,0.24,0.4125,0.6969,0.1903,0.2878,0.2029,0.2881,0.0718,0.0718,0.2642,0.092,0.1838,0.2762,0.1626,0.0718
DLX1,0.537,0.1519,0.0158,0.0014,0.1903,0.044,0.2642,0.0014,1.1833,0.058,0.1776,0.1519,3.5073,0.0363,0.0158,0.044,0.1321,0.0854,0.0563,3.5073
NXPH3,0.9935,2.5325,2.1622,0.1124,0.6192,3.4882,1.9931,2.183,0.3346,1.1544,1.5709,0.4657,2.971,0.542,4.5815,0.5858,2.3963,2.83,1.0523,2.971
OR5B21,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0066,0.0014
C9orf43,0.6239,0.6699,0.2581,0.407,0.2154,0.3907,0.4016,0.2642,0.4761,0.1903,0.1776,0.2029,0.1903,0.6144,0.2154,0.6608,0.4233,0.2522,0.2185,0.1903
ARL11,0.346,0.099,1.6852,0.24,0.5516,0.24,0.5859,1.683,2.0912,0.4125,0.9642,0.1124,0.2154,0.2154,0.1776,0.1257,0.2338,0.537,1.3593,0.2154
VDR,1.614,0.3516,3.0602,0.3402,3.1986,0.7748,3.1971,2.9857,2.1574,3.5275,5.327,1.6046,0.3346,3.6082,0.8805,3.8817,1.1865,2.4279,3.4725,0.3346
SLC44A5,0.3231,0.6879,0.2939,0.1188,1.2343,0.3573,0.9716,0.3573,0.2029,0.2939,1.0079,0.2881,1.3397,0.8364,0.1388,0.6113,0.3851,0.7407,0.4588,1.3397
SAPCD2,0.4967,0.058,0.4015,0.0854,2.4021,0.605,1.2333,0.4125,1.9712,2.1346,2.6873,1.1512,2.6624,0.5714,0.2029,0.7532,2.3732,0.9935,1.1161,2.6624
PLAU,2.8199,0.8366,3.8479,0.9227,3.6994,3.6486,4.0909,3.6905,3.4596,2.9947,2.8076,2.1313,0.8488,5.8664,3.1162,6.1264,3.0851,4.033,6.2405,0.8488
UGT2B15,0.0014,0.0014,0.044,7.1386,0.0158,0.0158,0.7579,0.044,0.0158,2.1739,4.8304,2.8562,0.0014,0.0158,0.0014,0.0158,0.2025,0.1648,3.5383,0.0014
WDR7,2.77,2.0359,2.4649,1.683,2.0146,2.2299,2.59,2.4386,2.3649,2.0893,2.2783,2.2634,4.4874,2.4385,2.2113,2.2797,2.6816,2.2872,2.3147,4.4874
CDC42SE1,5.1078,5.5171,5.5883,3.0995,5.7568,4.2676,5.5176,5.428,6.0723,4.5374,4.867,4.2157,4.7055,4.8977,4.8334,4.8148,5.3807,5.5641,5.392,4.7055
GLIPR1,2.4701,3.3775,4.2907,1.7294,2.7836,4.3681,3.9819,3.9801,3.7773,3.5624,3.1012,2.0254,2.3222,2.487,4.1416,2.0358,3.0256,3.6301,4.7832,2.3222
SPIC,0.0014,0.0014,0.0158,0.346,0.03,0.0014,0.0014,0.0014,0.434,0.0048,0.03,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0103,0.0014
TMEM255B,1.9639,3.0269,3.1001,1.3735,1.0468,2.8955,2.1735,2.8361,1.5013,1.6234,1.2576,1.2875,1.1641,2.154,3.2158,2.1893,1.7141,2.2664,3.0016,1.1641
ENPP1,4.4094,3.0541,0.6097,3.371,0.3961,2.7379,3.1876,0.5763,0.605,0.9715,1.8643,0.8961,0.3573,1.8604,2.9167,1.8877,1.7009,1.105,1.9411,0.3573
UBR3,3.7453,3.5663,3.1078,2.8691,3.0783,3.3336,3.8581,3.1844,2.74,2.5951,2.8582,2.9357,4.3134,3.616,3.2143,3.3695,3.7181,3.1907,2.9708,4.3134
GJB5,0.3685,0.099,0.4016,0.0645,5.7245,0.1124,0.9192,0.24,0.058,0.0783,0.1124,0.099,0.7916,0.099,0.1648,0.0854,2.1845,3.7877,0.1328,0.7916
CDK2AP1,5.4243,5.3355,5.9554,4.2165,6.138,6.7151,6.5876,5.9833,6.6207,5.8028,5.6781,5.3809,6.4543,5.91,6.6054,5.4642,6.7162,6.4764,6.6585,6.4543
CNTN4,3.1327,0.6378,1.4248,0.7233,0.5218,2.2723,2.0707,1.5165,1.0151,1.452,1.9453,1.0573,3.0091,1.9111,2.2513,1.7572,1.4143,1.4011,1.2654,3.0091
MMAB,5.1202,4.8245,4.8141,5.817,4.8123,4.5059,4.6865,4.8958,4.4317,4.0408,4.6719,3.0774,4.3024,5.0253,4.9079,5.1893,5.497,4.2048,4.0744,4.3024
PROKR2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0854,0.0014,0.0014,0.0158,0.8805,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.8805
CABP4,0.2522,0.2821,1.0186,0.3851,0.1648,0.8648,1.2875,1.0293,0.5955,0.3974,0.434,0.4967,0.3685,0.522,0.4552,0.3878,1.2665,0.3685,1.1379,0.3685
HOXA2,0.24,0.3274,0.7706,0.058,0.3274,1.0711,1.1512,0.7999,0.099,1.0163,1.0503,0.4016,0.0014,0.8805,0.8805,0.9114,0.3573,0.5271,0.5353,0.0014
GK,2.1988,1.7031,3.6259,3.9937,2.9636,1.2394,1.8036,3.5547,2.8219,2.1524,3.5597,1.3791,1.8801,4.2133,1.412,4.68,1.6627,1.7097,3.0207,1.8801
OR2T11,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
CHD4,6.293,5.8852,5.8553,4.6622,5.6898,6.3894,5.9517,5.7735,6.8408,4.9969,5.5901,5.079,5.2825,6.0595,6.0581,6.0818,5.7707,6.2988,6.1939,5.2825
PIGU,3.9562,3.7603,3.6404,2.5175,3.8541,4.3674,3.6759,3.6474,4.425,3.6502,4.3162,2.7805,3.7773,3.9797,4.3278,3.9723,4.1396,3.9496,3.9036,3.7773
GPHB5,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
LSS,3.47,5.5966,4.5491,3.4875,3.8866,3.5694,4.018,4.5161,3.5225,3.8924,3.9147,3.2526,4.193,3.3218,3.9589,3.6782,4.7461,3.7149,3.9964,4.193
TRIML2,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.058,0.0014,0.0014,0.0014,0.3907,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.3907
IRX2,0.7833,0.03,4.07,0.0014,1.7075,0.1124,4.4745,4.4033,0.044,1.9913,0.2642,3.1245,0.058,3.1762,0.044,3.2786,1.9873,0.0854,0.5489,0.058
PBX3,4.8822,5.7966,3.6189,2.5924,2.4062,2.9147,3.5386,3.6623,2.9839,3.2182,2.6693,2.8442,1.8995,2.7972,3.2944,2.6207,4.5063,3.8571,3.8729,1.8995
ZDHHC2,4.2669,2.3208,3.419,1.196,2.0959,2.727,2.9469,3.5162,1.4911,2.6655,3.002,2.9281,2.5187,4.281,2.1925,3.7991,3.4592,2.5707,3.0914,2.5187
ZNF618,2.328,2.9051,1.7531,0.6879,0.8766,2.2783,2.3732,1.7617,1.7786,1.334,0.9192,1.6234,0.8327,2.9403,1.6964,2.9709,1.5926,0.9642,2.0606,0.8327
ATAD3A,3.453,3.6,3.0749,2.9328,3.8758,3.5645,2.9394,2.96,4.4509,3.0434,3.705,2.7615,3.7443,2.8886,3.3018,3.4013,3.3464,3.5174,3.5135,3.7443
DUSP16,3.5073,3.1564,4.001,4.0036,3.454,3.3521,4.3834,4.0644,2.9544,3.0695,4.0704,3.0181,2.9948,3.4517,3.0376,3.309,4.5234,3.7951,3.4096,2.9948
SLC3A2,6.4174,6.2968,6.2608,5.0351,6.5328,6.3639,6.383,6.2734,7.0933,5.3459,5.55,4.5349,6.3305,6.983,6.7569,7.2558,6.4469,5.842,6.493,6.3305
OGT,4.6725,6.7662,4.1014,2.4209,3.1963,4.4654,5.1502,4.2188,4.5553,3.7072,3.7624,4.2928,4.5614,4.2679,4.251,4.2418,3.9973,3.5935,4.5504,4.5614
ZNF362,3.7378,3.9036,3.8157,1.9638,2.9233,4.248,3.9626,3.9299,4.0117,3.816,2.8916,3.2049,3.83,3.7297,3.83,3.9412,4.0674,3.7237,4.0717,3.83
RCE1,3.2297,4.0449,3.5299,2.0093,3.6089,3.6347,3.5522,3.5249,3.4945,3.5249,4.0627,2.4597,2.6873,3.1531,4.1499,3.7081,3.5941,3.5754,4.0309,2.6873
RBBP4,5.922,5.7109,5.6945,3.9294,5.4454,5.9835,6.3637,5.6332,6.366,5.4283,5.8128,5.0896,5.3576,6.0528,5.2958,5.6952,6.1751,5.5549,5.7546,5.3576
DMPK,3.652,5.9568,3.8371,1.4547,3.3407,4.8289,3.5608,3.7193,2.2573,4.5537,4.048,3.9213,4.2594,3.0893,5.1543,3.8595,5.0642,5.1978,4.1966,4.2594
MCM5,3.8249,4.404,4.0743,2.5238,4.3695,4.041,4.0704,3.9421,5.7517,4.2366,4.5186,2.878,2.2872,3.4437,3.7825,3.4789,3.7534,3.9801,4.3416,2.2872
OR1N2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
OPHN1,1.6786,1.7359,1.5463,0.1257,0.9745,1.4911,2.0325,1.6187,1.3454,1.1541,1.2696,1.4704,2.296,1.911,1.3791,1.6045,2.5816,1.1577,0.8073,2.296
PRSS16,4.7132,2.0429,3.1303,0.1838,2.6441,2.4544,3.5212,3.3178,0.4016,3.4913,3.9478,2.9911,1.1381,2.597,1.6695,2.5573,3.5522,2.2206,2.3306,1.1381
RAB42,0.7916,0.3628,1.6554,0.4339,0.4499,1.0151,1.4911,1.6374,2.4225,0.7663,1.642,0.2762,0.1388,0.5568,1.0642,0.532,0.5811,0.6969,3.0122,0.1388
CD86,1.0915,0.5763,3.8596,1.3684,1.5214,1.1117,1.9149,3.836,4.3428,1.6143,2.2238,0.4865,1.5854,1.0433,1.0363,0.7746,1.0813,1.8323,4.0286,1.5854
ANKRD46,3.8371,3.3965,3.2877,3.345,2.8818,3.4251,3.8198,3.4726,3.5299,2.6007,2.8096,2.4754,4.9996,4.3629,3.2511,4.1244,3.5293,2.9506,2.7762,4.9996
C2orf71,0.1257,0.2029,0.2998,0.0014,0.0645,0.03,0.058,0.3346,0.0718,0.0158,0.0158,0.0158,0.1257,0.2154,0.0014,0.2154,0.03,0.03,0.0158,0.1257
C15orf61,1.9602,1.8723,1.4859,0.9229,1.2904,1.7403,1.7659,1.595,1.412,1.5995,1.5563,1.3109,2.7508,1.7031,1.7053,1.6373,1.7294,1.177,1.5115,2.7508
P2RX6,0.058,1.1381,0.4447,0.1903,0.322,0.3796,0.5069,0.5069,0.9935,0.1582,0.24,0.0718,2.2872,0.2881,0.4657,0.4016,0.6605,0.7493,0.2759,2.2872
NRIP2,1.9859,2.545,1.0983,0.2581,0.4652,2.5707,1.9302,0.9494,1.1512,1.0073,1.3225,0.8488,2.4701,2.8229,2.5972,2.7551,1.2177,1.334,1.7389,2.4701
C4orf47,2.5288,0.9492,1.2751,0.099,0.2154,1.0779,0.9642,1.2022,0.3796,0.1771,0.099,0.2029,0.3115,1.1016,0.5271,1.1345,0.4813,0.2998,0.7654,0.3115
MAPRE3,3.7346,5.7062,3.7099,2.875,3.0393,3.864,3.929,3.7888,2.7422,2.8776,3.8208,2.8502,7.2807,3.626,4.0401,3.7044,3.8919,3.5199,3.689,7.2807
DBT,2.4035,2.0324,1.8995,2.2298,2.1147,1.8078,2.5536,1.9895,1.5366,2.0688,1.9639,2.7029,2.0003,3.4536,1.692,3.1162,2.8351,2.0325,1.6232,2.0003
TNFRSF21,1.9149,2.3233,3.9594,1.9072,4.9643,3.6657,4.4033,3.6543,5.1603,4.6335,5.2009,4.2196,4.449,4.9299,3.7614,5.0392,4.3187,5.943,5.3364,4.449
RAP2A,2.2634,2.1541,3.3855,1.4547,2.9802,2.8014,3.2267,3.4196,3.5149,2.5994,2.9299,2.2664,4.832,3.2081,2.5828,2.9087,2.345,2.5163,3.1369,4.832
PLEKHG5,1.6187,2.8631,1.9433,0.4447,3.1787,2.6487,2.7379,1.9859,0.9038,1.9777,2.2513,1.5215,4.2235,1.5926,2.3926,1.9212,2.1278,2.7029,2.5158,4.2235
C5AR1,1.4065,2.0604,5.176,2.1557,1.1508,1.6093,2.2753,5.0858,2.7487,2.3237,2.0639,1.3167,1.46,2.0182,1.8995,2.0551,1.2309,2.9013,3.6892,1.46
C9orf50,0.2277,0.0854,0.0505,0.0014,0.03,0.3573,0.0718,0.058,0.2277,0.0783,0.03,0.058,0.5469,0.4447,0.058,0.6097,0.1321,0.1388,0.1648,0.5469
RIMS4,2.5061,1.3901,0.5665,0.0014,0.2154,0.8883,0.3346,0.7833,0.0854,0.2821,0.4447,1.4065,4.7209,0.0718,0.3231,0.058,0.7013,0.0718,0.0854,4.7209
ARHGEF35,4.1136,1.1016,2.4062,1.674,3.6099,2.0111,3.3464,2.7784,2.233,2.6015,3.695,2.0535,0.058,3.5073,1.6466,3.2927,3.0163,2.1925,3.1193,0.058
CREB3L4,3.9375,4.4313,2.9422,2.3394,2.9747,4.3392,4.891,2.9469,3.5608,2.3419,3.38,2.3843,1.4011,2.9262,3.9478,3.0927,7.1208,2.9147,3.3153,1.4011
ANKFY1,3.4609,4.278,3.8131,2.1562,3.1303,3.29,3.9571,3.8075,3.345,3.3031,3.421,3.5237,3.6703,3.6736,3.345,3.5399,3.4129,3.0585,3.306,3.6703
CYP2R1,2.6302,3.1393,2.8442,2.1362,2.9213,3.011,3.2587,2.9765,3.3925,2.6496,3.1228,3.0358,2.0325,2.4022,3.1572,2.3896,3.2752,3.0305,3.4928,2.0325
HACL1,4.0756,3.2796,3.3647,4.0383,2.7271,3.2944,3.8431,3.3842,3.7072,2.9965,3.1278,2.5585,3.0376,3.8085,3.7846,3.9588,3.6972,3.3192,3.3636,3.0376
HSD3B7,2.457,2.8013,3.5917,5.0501,3.1142,3.0269,3.6927,3.3965,4.2958,3.3111,3.637,2.6184,1.4174,3.7182,3.4196,4.2691,2.9003,3.2018,4.9647,1.4174
ZNF624,1.2696,1.0222,1.0292,0.246,0.8285,1.5514,1.4859,1.0293,1.2147,0.8205,0.9935,0.7058,0.9862,1.3138,1.3167,1.0706,0.7916,0.7833,1.2061,0.9862
SMCP,0.0014,0.099,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
TACSTD2,2.6278,0.7013,6.4784,1.5851,9.0595,3.9727,7.2052,6.529,0.4016,4.5502,0.5859,3.3407,0.2029,6.5856,2.83,6.42,7.4116,7.2346,7.0105,0.2029
MCEMP1,0.058,0.1519,6.5285,0.1388,0.0854,0.0158,0.0718,6.5047,0.1124,0.1321,0.1124,0.058,0.1519,0.099,0.044,0.0718,0.0718,0.2154,2.0026,0.1519
ORAI3,4.0099,3.9308,3.5559,4.3197,2.6091,4.201,3.603,3.5386,4.0462,3.159,3.3235,2.3649,2.2082,3.7307,3.6148,3.996,4.5796,4.0009,3.8715,2.2082
SMKR1,1.177,0.3288,0.7661,0.044,0.4916,1.1833,1.2085,0.7664,0.6879,0.2821,0.2277,0.2277,2.9186,1.3454,0.9494,1.3789,0.8607,0.3231,0.9108,2.9186
KLK13,0.2881,0.2522,0.7491,0.0014,8.1941,0.732,0.8327,1.0915,0.0014,0.3628,0.605,1.9602,0.0014,0.03,0.732,0.03,1.0078,0.1903,0.5392,0.0014
GTPBP6,4.9621,5.6949,4.5398,3.8841,4.4486,4.8871,4.1302,4.5656,4.5844,3.9032,4.8997,3.4971,4.7746,4.4443,4.8769,5.0719,4.7611,4.3869,4.8411,4.7746
HAO2,0.044,0.0718,0.0048,6.7557,0.044,0.03,0.1257,0.0014,0.03,0.0014,0.03,0.0158,0.0158,5.5293,0.0718,6.9252,0.03,0.03,0.0303,0.0158
ZBTB8A,2.0569,1.6397,1.6987,0.4657,1.1084,2.1925,1.8604,1.7744,1.1447,1.5802,1.4174,1.816,1.3109,1.4174,2.2603,1.2726,1.8159,1.6558,1.3149,1.3109
ZNF143,2.9469,3.8396,3.1868,1.9767,3.1236,3.6195,3.6635,3.2034,3.6301,2.8279,3.0893,2.6255,2.8117,3.2151,3.2435,3.0602,3.3675,3.3717,3.1858,2.8117
RTF1,4.1294,4.0068,3.782,2.5276,3.6388,4.0926,4.2579,3.8896,3.9773,3.8351,3.6555,4.0278,4.3484,3.771,4.096,3.5681,4.2076,4.0009,3.6508,4.3484
TPM3,6.8576,5.5924,7.7648,5.6057,7.5492,6.5569,6.9637,7.7004,8.4654,7.0084,8.1628,6.2026,7.0838,6.9483,6.6562,6.6577,6.4279,6.8632,7.5512,7.0838
TRIM62,1.6466,1.9583,1.6281,0.4709,2.027,1.4388,1.7954,1.5465,2.0878,1.7163,1.5465,1.4011,2.4359,1.4782,1.2209,1.5439,2.236,2.3816,1.6653,2.4359
OR8H1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
PGM1,4.5929,5.0206,5.6149,6.5637,4.8627,4.2586,5.4529,5.7054,4.975,4.6957,6.11,4.742,4.6502,5.3514,4.5802,5.4104,5.4157,4.9203,5.2902,4.6502
RND2,2.6232,1.8524,0.4916,1.0079,0.4175,1.7229,1.0848,0.5469,1.0151,0.4652,0.4125,0.1776,3.3018,0.8607,1.5661,0.8959,1.6233,0.9268,0.3696,3.3018
PARP6,4.7225,6.3085,4.372,2.6405,3.7793,4.8053,4.7077,4.3134,4.2921,3.6838,3.4996,3.5337,5.1081,3.7971,4.7645,4.1736,4.2702,4.3191,4.8088,5.1081
CCDC192,0.1903,0.7364,0.1903,0.0014,0.1188,0.2642,0.346,0.1519,0.2154,0.2821,0.1903,0.3346,0.1903,0.1188,0.3231,0.0854,0.3283,0.2642,0.3346,0.1903
TIE1,3.4726,2.9541,5.022,2.2314,1.7638,4.8694,4.0001,4.8329,1.7053,2.2696,2.4225,1.9931,2.6464,3.9464,4.686,4.0545,2.629,3.0825,3.8635,2.6464
KRTAP2-2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.1,0.0014
GRTP1,1.7702,3.5312,1.9639,4.1855,3.2503,2.8681,3.0199,1.9967,1.4174,3.1881,4.7176,1.9034,1.1512,3.2541,2.8838,3.5812,3.8617,3.2312,2.6406,1.1512
EFCAB5,0.3685,0.044,0.246,0.0158,0.058,0.099,0.1257,0.2154,0.3685,0.1452,0.605,0.1519,0.517,0.374,0.03,0.2581,0.0783,0.0718,0.0645,0.517
AGA,4.421,3.1685,3.8177,2.98,3.8758,3.2143,3.971,3.8013,4.1252,3.3744,3.741,2.0741,2.7742,4.1182,3.1539,4.0811,3.9346,3.3307,3.7102,2.7742
RAB34,6.0119,6.9875,5.6239,2.2221,4.5533,6.9851,5.6014,5.5164,5.8195,4.3921,3.8964,3.5009,4.0054,5.7389,7.3491,5.6807,5.7814,5.9823,5.4278,4.0054
