sample,BLCA,BRCA,CESC,CRC,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SKCM,STAD,THCA,UCEC
ZNF550,0.93,0.96,0.81,0.82,0.92,0.98,0.74,0.93,0.82,0.97,0.54,0.95,0.97,0.91,0.94,0.99,0.89,0.79,0.96,0.84
TAS2R5,0.06,0.03,0.01,0.05,0.07,0.11,0.0,0.1,0.23,0.21,0.01,0.07,0.07,0.13,0.04,0.02,0.03,0.03,0.02,0.08
OLR1,0.69,0.96,0.74,0.55,0.6,0.98,0.64,0.96,0.94,0.95,0.17,0.97,0.89,0.84,0.92,0.48,0.47,0.74,0.81,0.49
PTCHD1,0.23,0.09,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.26,0.0,0.05,0.02,0.0,0.02,0.03,0.01,0.08,0.0,0.01
MCM8,0.94,0.98,1.0,0.99,0.99,0.92,0.96,0.8,0.8,0.67,0.58,0.97,1.0,0.99,0.92,0.94,0.96,1.0,0.7,0.93
SLC35B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF483,0.02,0.12,0.01,0.01,0.11,0.26,0.01,0.11,0.05,0.76,0.01,0.1,0.01,0.02,0.1,0.13,0.02,0.13,0.74,0.04
AHR,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.99,0.78,0.99,1.0,1.0,1.0,1.0,0.97,0.97,1.0,1.0,0.97
C12orf73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DCAF8L2,0.02,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.11,0.02,0.03,0.01,0.0,0.0,0.04,0.01,0.0,0.0
RABL2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANK2,0.29,0.8,0.19,0.34,0.46,1.0,0.36,0.97,0.74,1.0,0.14,0.75,0.49,0.58,0.79,0.72,0.99,0.66,0.57,0.59
ANKS3,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RNF215,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
PCDH11Y,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
SLC35A3,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99,1.0,0.91,1.0,1.0,0.97
IDH2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPA33,0.02,0.01,0.11,1.0,0.38,0.0,0.0,0.0,0.01,0.0,0.01,0.14,0.02,0.0,0.5,0.0,0.01,0.7,0.01,0.01
GNL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPC6,0.43,0.7,0.13,0.55,0.62,0.83,0.42,0.97,0.86,0.66,0.9,0.68,0.63,0.55,0.93,0.79,0.37,0.83,0.37,0.51
IKBKAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MORC1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.01
GPR137B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.96
CLP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMX3,0.01,0.02,0.01,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.06,0.0,0.01,0.08,0.0,0.03
TRUB1,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,0.97,1.0,1.0,0.99
PACSIN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPC25,0.98,0.98,1.0,1.0,0.99,0.98,1.0,0.59,0.3,0.82,0.74,0.88,1.0,1.0,0.97,0.34,0.97,0.98,0.11,0.97
BLMH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR6V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCUB,0.98,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.95,0.8,0.52,1.0,1.0,0.99,0.99,0.81,0.87,1.0,0.93,0.98
OVGP1,0.6,0.65,0.31,0.93,0.34,0.52,0.09,0.46,0.92,0.58,0.75,0.71,0.19,0.52,0.66,0.94,0.1,0.4,0.04,0.61
PCDH18,0.58,0.95,0.39,0.92,0.91,1.0,0.61,0.84,0.12,0.96,0.12,0.74,0.73,0.79,0.94,0.88,0.57,0.98,0.85,0.77
CELF6,0.12,0.12,0.12,0.03,0.03,0.71,0.02,0.37,0.52,0.92,0.24,0.16,0.14,0.33,0.35,0.26,0.28,0.04,0.5,0.28
OSER1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ETNPPL,0.02,0.06,0.02,0.0,0.02,0.85,0.0,0.06,0.27,0.96,0.91,0.14,0.01,0.01,0.02,0.0,0.27,0.03,0.12,0.06
OR5AL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETSAT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABHD17B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.97
FAM98C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLYBL,0.96,0.99,0.97,1.0,0.92,1.0,0.93,1.0,1.0,1.0,1.0,0.97,0.99,0.99,1.0,1.0,0.98,1.0,1.0,0.96
CEMP1,0.94,0.89,0.95,0.77,0.17,0.94,0.6,0.89,0.97,0.96,0.96,0.76,0.68,0.26,0.9,0.94,0.94,0.16,0.91,0.98
HTT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LIN7B,1.0,0.98,1.0,0.99,0.99,1.0,1.0,0.95,0.99,1.0,0.98,0.98,1.0,0.89,1.0,1.0,0.98,0.98,1.0,0.99
TBL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSPAN9,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCAR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NKX2-1,0.09,0.01,0.05,0.06,0.06,0.08,0.02,0.0,0.0,0.02,0.0,0.96,0.59,0.02,0.02,0.13,0.01,0.05,1.0,0.1
VSIG4,0.78,0.99,0.84,0.86,0.86,1.0,0.84,0.99,0.98,1.0,0.82,0.99,0.97,0.99,0.98,0.93,0.95,0.95,0.98,0.91
CHRM3,0.27,0.14,0.17,0.84,0.81,0.51,0.51,0.37,0.03,0.35,0.19,0.19,0.85,0.25,0.34,0.56,0.26,0.71,0.29,0.19
KRT33A,0.1,0.02,0.08,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01
TRAF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VASH2,0.45,0.7,0.26,0.32,0.37,0.42,0.2,0.08,0.13,0.4,0.2,0.41,0.38,0.51,0.34,0.53,0.09,0.39,0.03,0.55
SPRR2A,0.43,0.05,0.81,0.19,0.76,0.01,0.99,0.02,0.07,0.02,0.02,0.16,0.87,0.02,0.22,0.01,0.22,0.23,0.01,0.21
CHD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KRTAP10-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZP6,0.96,0.92,0.93,0.88,0.99,1.0,0.85,0.94,0.93,0.85,0.87,0.92,0.9,0.95,0.89,0.89,0.94,0.75,0.96,0.86
INHBA,0.71,0.98,0.72,0.92,0.94,0.21,0.93,0.81,0.25,0.16,0.53,0.96,0.94,0.62,0.95,0.55,0.42,0.98,0.54,0.49
SLC6A16,0.15,0.16,0.13,0.01,0.08,0.11,0.05,0.32,0.76,0.05,0.57,0.25,0.13,0.21,0.19,0.2,0.46,0.09,0.04,0.49
PDAP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDK7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEX30,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.99
TFR2,0.66,0.49,0.8,0.72,0.67,0.85,0.32,0.3,0.13,0.54,0.98,0.54,0.63,0.58,0.39,0.0,0.4,0.71,0.01,0.38
CNOT6L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.98
MECP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HDAC10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C6,0.02,0.18,0.02,0.03,0.05,0.02,0.0,0.54,0.65,0.03,0.96,0.25,0.08,0.06,0.83,0.04,0.03,0.19,0.01,0.15
GPX4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LTBP1,1.0,0.99,1.0,0.99,0.99,0.99,0.99,0.98,0.62,0.98,0.81,1.0,1.0,0.97,0.99,1.0,0.9,0.99,0.91,0.99
NCAPD3,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99
ZCWPW2,0.0,0.2,0.0,0.0,0.01,0.01,0.0,0.04,0.02,0.05,0.01,0.04,0.0,0.01,0.02,0.41,0.02,0.03,0.31,0.05
KIR3DL3,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCRG1,0.1,0.1,0.01,0.03,0.07,1.0,0.01,0.03,0.0,1.0,0.0,0.01,0.0,0.02,0.22,0.32,0.3,0.26,0.0,0.02
ZFAND5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTCD1,1.0,0.98,1.0,1.0,1.0,1.0,0.98,0.96,1.0,1.0,0.97,0.98,0.99,1.0,0.96,1.0,1.0,0.99,1.0,1.0
CABS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX12,0.98,1.0,0.98,0.97,1.0,1.0,0.99,0.99,0.99,1.0,0.93,0.99,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0
COQ3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYP27A1,0.87,1.0,0.89,0.99,0.87,1.0,0.86,0.99,1.0,0.99,1.0,1.0,0.99,0.99,1.0,1.0,1.0,0.99,0.99,0.98
GGCT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
POC1A,1.0,1.0,1.0,1.0,0.99,0.99,1.0,0.52,0.8,0.8,0.98,0.99,1.0,1.0,0.97,0.94,1.0,0.98,0.95,1.0
USP17L18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPP25L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
SLC7A6OS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C16orf58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KDELR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADAMTS17,0.24,0.49,0.64,0.28,0.55,0.26,0.63,0.14,0.06,0.45,0.64,0.22,0.67,0.47,0.19,0.31,0.57,0.45,0.44,0.4
GGN,0.09,0.06,0.08,0.01,0.14,0.6,0.03,0.03,0.12,0.18,0.01,0.06,0.05,0.43,0.3,0.05,0.06,0.14,0.59,0.3
AP5Z1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZCCHC13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPI,0.86,0.77,0.98,0.98,0.94,0.76,0.93,0.1,0.07,0.2,0.28,0.7,0.98,0.76,0.37,0.07,0.89,0.84,0.0,0.82
RBL1,0.94,0.96,1.0,0.99,1.0,0.99,0.97,0.87,0.59,0.91,0.34,0.9,1.0,0.83,0.7,0.31,0.94,0.99,0.79,0.9
IAH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GTF2F2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEND1,0.03,0.02,0.03,0.01,0.04,0.99,0.04,0.07,0.13,1.0,0.02,0.03,0.07,0.24,0.06,0.33,0.17,0.08,0.01,0.06
ARPC5L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUOX1,0.95,0.61,0.98,0.39,0.98,0.23,1.0,0.21,0.3,0.58,0.2,0.88,0.96,0.63,0.89,0.74,0.23,0.74,1.0,0.64
EHD3,0.96,0.98,0.85,0.64,0.89,0.99,0.95,0.99,0.9,1.0,0.4,0.94,0.99,0.97,0.96,0.99,0.81,0.88,0.88,0.89
DIP2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STARD6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
CCDC66,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.98,0.96,1.0,0.87,1.0,0.99,0.99,0.99,1.0,0.92,1.0,1.0,0.99
LPCAT2,0.95,0.98,0.98,1.0,1.0,1.0,0.98,0.99,0.94,0.9,0.54,0.99,0.99,0.98,0.98,0.9,0.98,1.0,1.0,0.98
IL36A,0.01,0.0,0.21,0.0,0.3,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.02,0.03,0.0,0.02
ATP9A,0.99,1.0,0.99,1.0,0.99,1.0,0.98,0.97,1.0,1.0,0.96,0.99,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0
KCNJ18,0.01,0.0,0.14,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0.0,0.02,0.01,0.0,0.0
CCDC146,0.9,0.91,0.93,0.92,0.88,0.99,0.73,0.99,0.99,0.97,0.72,0.81,0.83,0.97,0.98,0.88,0.63,0.84,0.99,0.96
MOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
MAGED4,0.6,0.58,0.56,0.56,0.46,0.99,0.78,0.25,0.58,1.0,0.26,0.76,0.9,0.89,0.96,0.79,0.64,0.49,0.72,0.83
HIKESHI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BEND6,0.46,0.41,0.32,0.06,0.41,0.99,0.48,0.23,0.24,1.0,0.01,0.33,0.63,0.38,0.53,0.27,0.24,0.25,0.33,0.22
DDX41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRRC70,0.3,0.49,0.18,0.13,0.25,0.17,0.09,0.89,0.07,0.05,0.26,0.28,0.14,0.03,0.57,0.46,0.12,0.36,0.86,0.29
SEC31A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAM2,0.99,1.0,0.98,1.0,0.99,0.94,0.99,0.98,0.85,0.92,0.96,0.99,1.0,1.0,0.99,0.99,1.0,1.0,0.99,0.99
C9orf3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MDH1B,0.1,0.54,0.16,0.01,0.04,0.9,0.03,0.5,0.86,0.93,0.01,0.25,0.21,0.81,0.14,0.37,0.11,0.05,0.73,0.78
GPR162,0.45,0.57,0.24,0.28,0.13,1.0,0.3,0.73,0.76,1.0,0.56,0.81,0.73,0.83,0.97,0.69,0.49,0.29,0.76,0.85
SIX5,1.0,1.0,0.98,0.99,1.0,0.98,0.99,0.98,0.98,0.86,0.96,0.99,1.0,1.0,0.95,1.0,0.99,1.0,1.0,0.98
SYCE1,0.02,0.09,0.08,0.01,0.04,0.06,0.02,0.07,0.05,0.48,0.13,0.05,0.06,0.08,0.17,0.21,0.09,0.04,0.1,0.07
NFKBIA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DAOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR5D18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN2,0.7,0.84,0.55,0.84,0.59,0.47,0.51,0.85,0.2,0.09,0.06,0.76,0.67,0.83,0.95,0.95,0.12,0.82,0.32,0.46
KCNT2,0.02,0.01,0.01,0.01,0.05,0.55,0.0,0.21,0.57,0.84,0.37,0.04,0.03,0.09,0.09,0.01,0.03,0.04,0.13,0.04
GPR176,0.7,0.96,0.79,0.71,0.81,1.0,0.92,0.98,0.6,0.94,0.6,0.88,0.87,0.52,0.94,0.98,0.92,0.86,0.97,0.44
WDR41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFKFB3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0
ANAPC10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
ZMYM5,1.0,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.92,1.0,1.0,0.99,0.99,1.0,0.96,0.99,1.0,0.97
RAB11A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCNK12,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.42,0.0,0.04,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.03
TSGA10,0.95,0.99,0.92,0.99,0.94,0.99,0.6,0.98,1.0,0.99,0.83,0.98,0.93,1.0,0.98,1.0,0.88,0.98,1.0,0.99
SLC26A3,0.0,0.14,0.01,0.81,0.18,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.2,0.0,0.35,0.0,0.01
LILRA1,0.02,0.06,0.01,0.02,0.06,0.71,0.04,0.62,0.22,0.46,0.02,0.1,0.09,0.06,0.08,0.01,0.15,0.15,0.01,0.01
PUS7L,0.84,0.95,0.87,0.98,1.0,0.97,0.83,0.91,0.71,0.93,0.37,0.94,0.96,0.91,0.81,0.91,0.7,0.98,0.86,0.81
CT47A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX8,1.0,0.99,1.0,0.99,0.94,1.0,0.99,0.95,1.0,1.0,0.98,0.99,1.0,1.0,0.99,0.99,1.0,0.97,0.99,0.99
C10orf53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
GPAT3,0.35,0.56,0.55,0.86,0.83,0.15,0.67,0.92,0.96,0.03,0.86,0.87,0.79,0.23,0.9,0.26,0.54,0.79,1.0,0.35
SNRNP40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ECD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BARHL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
CNTN5,0.03,0.02,0.02,0.0,0.06,0.1,0.03,0.0,0.01,0.16,0.01,0.05,0.16,0.03,0.04,0.0,0.01,0.0,0.09,0.1
TNK1,0.98,1.0,1.0,0.99,1.0,0.04,1.0,0.97,0.99,0.09,0.79,0.99,1.0,1.0,0.99,1.0,0.6,1.0,1.0,0.99
IL19,0.09,0.1,0.32,0.01,0.18,0.01,0.15,0.0,0.0,0.0,0.0,0.03,0.08,0.02,0.02,0.0,0.01,0.09,0.0,0.35
OR52E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2L3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCT6B,0.6,0.9,0.4,0.57,0.39,0.9,0.32,0.67,0.81,0.95,0.4,0.55,0.59,0.45,0.62,0.98,0.52,0.23,0.91,0.79
RGSL1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH18A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KDSR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PDGFRA,0.79,0.96,0.72,0.94,0.96,0.96,0.88,0.5,0.33,1.0,0.44,0.99,0.96,0.78,0.98,0.84,0.72,0.99,0.46,0.78
TRMU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKR1A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HAUS4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TP53INP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
